name,prev_node,prev_edge,new_node,new_edge,block
034-26697qsort,403,658,430,1464,27
034-29908many-types,45,72,56,162,11
034-34485_per,183,306,208,672,25
035-11693memfuck,37,57,45,131,8
035-137141-5,49,74,56,172,7
035-25137pr91190,180,280,202,640,22
035-29328double_to_binary,107,175,126,389,19
035-4268pr91293-1,85,132,96,302,11
036-11431revision1,86,141,98,313,12
036-32323continue,55,90,64,200,9
037-24655bfp-test,16,18,18,50,2
037-29054malloc_perf,40,65,49,145,9
038-11057Peakfinder,528,877,572,1933,44
038-9527pr11022,38,58,44,134,6
039-14676status-stop,33,56,42,122,9
039-153013,130,211,144,471,14
039-17276implref-array,8,10,10,26,2
039-17506argv0-symlink,15,21,17,51,2
039-19041narnia8,113,186,127,412,14
039-4014fp_race,176,317,216,669,40
039-9827main,57,96,66,210,9
040-13264while2,34,57,41,125,7
040-27018thread_test,140,234,158,514,18
040-32272f-29-4-10,171,283,190,625,19
041-11888array_typedef,92,148,104,332,12
041-17240keywords,44,75,50,163,6
041-22551py-breakpoint,90,145,101,325,11
041-25768scm-math,15,21,17,51,2
041-25976bitfld-7,16,20,18,52,2
041-32163pattern_8,58,94,69,210,11
041-4355sumit,50,78,57,178,7
041-6896parse_data,80,128,90,288,10
042-30905interrupt-noterm,10,15,13,35,3
042-31353dga_ramdo,262,434,272,958,10
043-10278newton_raphson,128,212,142,468,14
043-111754741_factorial,345,589,377,1279,32
043-13844task_5,60,97,70,217,10
043-15260006-whilestmt,29,44,34,102,5
043-19775brand,285,469,315,1039,30
043-26859exemple_flush,56,100,68,212,12
043-28598thread_create,214,371,244,799,30
044-16186j014b,7,9,9,23,2
044-19321sum,68,112,79,248,11
044-245260X0073,446,756,485,1648,39
044-26825predcom-6,74,118,84,266,10
044-30873heap_sort,501,817,540,1819,39
044-32477break-reverse,25,46,29,96,4
044-33300pointers,201,352,211,754,10
044-33647chansheng,30,47,37,107,7
045-18778Undefined,76,126,90,278,14
045-2079009,51,83,57,185,6
045-22501j009a,23,35,25,81,2
045-3285hold_lock,201,382,232,784,31
045-365sizeof,158,302,168,618,10
045-7468simple_thread,88,154,101,330,13
046-15023quickSort,258,421,282,937,24
046-29343py-progspace,7,9,9,23,2
046-2960646_permutations,550,942,606,2042,56
046-32742resolve_test,24,48,32,96,8
046-7581prog08b,51,81,58,183,7
047-10569save-bp,32,55,39,119,7
047-10949val-prof-4,114,178,130,406,16
047-23130GopanReps-CAV2006-Fig1a_true-termination,51,83,59,185,8
047-245951098_sequence_ij_4,110,174,124,394,14
047-29636200t,39,63,47,141,8
047-31117filesym,17,27,21,61,4
047-32078ascii2,41,62,48,144,7
047-849main,201,338,225,740,24
047-8651problem_two,125,213,142,463,17
048-10810scm-disasm,7,9,9,23,2
048-13106binary-formats,12,15,14,39,2
048-13514force-parallel-6,191,314,206,696,15
048-22728beginer_1,85,140,99,310,14
048-2342001variousThreadsMain,143,250,165,536,22
048-2415515_dekker_true-unreach-call,97,181,127,375,30
048-33667foll-vfork,111,192,124,414,13
048-34449while,138,224,161,500,23
048-51count_ones,114,195,129,423,15
049-148351064,189,308,214,686,25
049-15810crackme_regex_fsm,185,298,219,668,34
049-25599stack_list,222,398,250,842,28
049-2654121,169,270,184,608,15
049-30249structs3,21,30,23,72,2
050-11220modulo,31,47,37,109,6
050-12051Queue_Linked_List,189,340,217,718,28
050-27876counting-sundays,228,381,251,837,23
050-33543lcs,664,1110,706,2438,42
051-18616ex11,103,166,113,372,10
051-2717403-gdb,47,75,54,169,7
051-31004zadanie3,91,149,105,331,14
051-31560success_006,148,253,188,549,40
052-18297knr_3_1r,250,416,275,916,25
052-4669vla-stub,7,9,9,23,2
053-14432py-block,40,63,44,143,4
053-18642queue_practice,168,306,197,642,29
053-23239ctor1,13,18,16,44,3
053-23623spat,214,355,243,783,29
053-9812day_mon3,57,91,65,205,8
054-34632pure-1,281,517,323,1079,42
054-920705_02-example1,71,112,79,254,8
055-20586reverseString,136,223,147,495,11
055-2142isPall,173,290,203,636,30
055-26206task_3,182,307,209,671,27
055-33745testrand,124,222,143,470,19
055-33891bp-cmds-execution-x-script,54,88,62,196,8
056-12867store_merging_27,102,165,114,369,12
056-1765divcon_sum_serial,229,375,247,833,18
056-18538rerun-prec,15,21,17,51,2
056-18930hook-stop-continue,61,101,68,223,7
057-11576Hello,38,59,44,135,6
057-21542trace-unavailable,42,70,48,154,6
057-28945Namota6,48,76,55,172,7
057-31598fib_rec,94,156,106,344,12
057-4922rw,973,1766,1037,3712,64
057-8220correct,106,173,121,385,15
058-22161branch_preditction,539,928,591,2006,52
058-33847curva,193,321,204,707,11
058-8305strchr,143,244,151,530,8
059-16241pi,139,225,149,503,10
059-21072aq,293,504,316,1090,23
059-30500main,18,27,21,63,3
059-8609data-loc,22,29,24,73,2
059-963test-atomic_load_double,32,47,34,111,2
060-12245reverse_integer,149,250,169,548,20
060-2887problem5,75,122,88,272,13
060-30487condense,243,434,275,920,32
060-34067longrun,26,44,32,96,6
061-21032p12,170,282,191,622,21
062-19820example_problem_1_i2,252,423,273,927,21
062-20408LongestCollatz,219,363,244,801,25
062-22253pxdb,59,96,68,214,9
062-31221hello_world,92,150,109,334,17
062-33201hook-stop,31,50,35,112,4
062-9037ctermid,36,62,42,134,6
062-916consoleArgs,55,87,62,197,7
063-10553example-with-valgrind-01,123,209,142,455,19
063-8173hash,66,106,74,238,8
064-18053133_clone_graph,335,581,368,1251,33
064-25659hello,10,15,13,35,3
064-2814220021219-1,88,138,100,314,12
064-3032paginate-inferior-exit,12,20,16,44,4
064-7696FizzBuzz,80,127,96,287,16
065-10095smallest,213,353,241,779,28
065-2609trace-break,23,39,28,85,5
065-3827ex09_07,126,215,142,467,16
065-657ex5-2,47,77,54,171,7
066-10455dw2-reg-undefined,11,19,15,41,4
066-11533testsort,206,344,229,756,23
066-2531student2,166,288,185,620,19
066-257536,137,228,149,502,12
066-28839test,392,662,436,1446,44
066-33480pr98117,33,53,42,119,9
066-9229maxPrimeDivisor,66,102,75,234,9
067-12159clock_get_test,147,247,167,541,20
067-1732check_2w1r,721,1304,803,2746,82
069-12001prob0021,187,307,211,681,24
069-15772practice_5,180,309,195,669,15
069-21667unpack_binary,397,702,439,1496,42
069-31895disabled-location,9,15,12,33,3
069-392zipper,319,526,349,1164,30
069-6597vectorize,136,225,144,497,8
070-10036HelloWorld,137,230,153,504,16
070-18259pr64957,91,153,105,335,14
070-20158sum_orig,117,191,130,425,13
070-22791recursion,111,180,126,402,15
070-26520ex12_16,314,560,350,1188,36
070-32207task_1,129,204,144,462,15
070-32825array_pointer,261,428,283,950,22
070-55782,76,125,84,277,8
071-13291run-id-pr46758,63,105,76,231,13
071-13357coder,66,115,75,247,9
071-1819function,83,134,97,300,14
071-22095permut,176,290,192,642,16
071-33578dw2-reg-undefined,11,19,15,41,4
071-5557mutex,199,352,226,750,27
072-1840pointer_arithmetic1,55,86,63,196,8
073-23014nsieve-bits,276,451,301,1003,25
073-24578base_algo_quick_sort,393,645,430,1431,37
073-35087vrp2,97,166,116,360,19
073-7196ex14_03,52,82,59,186,7
074-12869email,90,146,105,326,15
074-14042dw2-param-error-main,19,31,23,69,4
074-33235ex11,286,474,313,1046,27
074-33748get_rightmost_one,89,146,99,324,10
075-1255112,250,403,276,903,26
075-16609paginate-inferior-exit,12,20,16,44,4
076-1255execl1,15,21,17,51,2
076-31229thread,124,212,141,460,17
077-18017annota-input-while-running,10,15,13,35,3
077-23530mandel-2,337,588,363,1262,26
077-24730clock,62,104,69,228,7
077-30413demo,108,178,128,394,20
077-31448watchpoint_func_many_probes,51,82,60,184,9
077-8165t-malloc,76,125,88,277,12
077-98887,140,227,161,507,21
078-16331nostdout,19,33,23,71,4
078-23777tick,43,74,52,160,9
078-24829to_upper,194,326,222,714,28
079-12528c_double,195,316,211,706,16
079-14993test,55,87,62,197,7
079-16869bug-235681,297,560,364,1154,67
079-25175py-mi-objfile,7,9,9,23,2
079-28474tst_pxt1,342,565,374,1249,32
079-32013problem-007,122,202,143,446,21
079-8624random,46,72,53,164,7
079-8928ex10,105,168,117,378,12
080-16143slowcat,99,164,116,362,17
080-17205bubblesort,301,496,330,1098,29
081-12423path_sum,725,1285,754,2735,29
081-14885interrupt-noterm,10,15,13,35,3
081-20168primelist,122,201,144,445,22
081-23790interrupt-noterm,10,15,13,35,3
081-24277inprint,80,138,96,298,16
081-32975tree,287,511,311,1085,24
082-10711array1,73,115,83,261,10
082-18781exce7,127,206,144,460,17
082-31406thread-specific-bp,26,45,33,97,7
083-25260gdb1821,12,15,14,39,2
083-4225break-unload-file,11,19,15,41,4
083-5307ashlti3,171,278,191,620,20
083-7620access,203,368,213,774,10
084-2085quick_sort,472,804,509,1748,37
084-34360array_address,82,133,92,297,10
085-13559time_diff7,98,160,112,356,14
085-1753ex04_33,156,257,181,569,25
085-17600graphite-loop-transformation,77,122,87,276,10
085-30147do_while,27,40,32,94,5
086-1349liftoff,77,128,91,282,14
086-17439euler5,76,125,90,277,14
086-1847gentable,382,636,425,1400,43
086-9115list0,94,165,103,353,9
086-9482PiCalculator,102,168,110,372,8
087-14554task_2,74,120,81,268,7
088-11007chello,26,42,31,94,5
088-13105bubbleSort,201,331,222,733,21
088-15797vrp30,78,127,93,283,15
088-1845reverse_number,75,137,83,287,8
088-9316arm-bl-branch-dest,29,45,34,103,5
089-26705fahr,84,129,90,297,6
089-31870tst-setjmp,229,433,270,891,41
090-31154pr83385,106,173,125,385,19
090-3740ex4,313,532,339,1158,26
090-8594test2,210,340,231,760,21
091-10749get_prime_number_v1,102,167,120,371,18
091-20728test1,36,61,45,133,9
091-34390heap,553,960,605,2066,52
091-3858enable-running,84,140,99,308,15
091-4113mi-var-list-children-invalid-grandchild,26,41,28,93,2
092-12111pr97888-1,102,165,117,369,15
092-15583length,50,81,58,181,8
092-2040node_eraser,270,473,296,1013,26
092-33234largest_number,378,653,408,1409,30
092-33390mutex,230,408,263,868,33
092-33399testprogram,191,307,212,689,21
092-6085dynarr-ptr,17,21,19,55,2
092-6137x64ns,11,16,14,38,3
093-15271task_1,119,189,134,427,15
093-1557621,94,149,110,337,16
093-32830fm11,69,108,82,246,13
093-9291Random_ispis,100,162,111,362,11
094-2253ticker,36,58,44,130,8
094-25350rand,53,88,63,194,10
094-3457optproc,93,150,109,336,16
094-7491section-attr-1,117,186,137,420,20
094-7842dw2-undefined-ret-addr,11,19,15,41,4
094-8690argument,169,276,188,614,19
095-25686136,177,282,193,636,16
095-27673lshrti3,171,278,191,620,20
095-32532structs3,21,30,23,72,2
096-23589test,53,83,63,189,10
096-30172ejercicioenclase3,120,197,128,437,8
096-32406signal,119,205,144,443,25
097-11523reverse_bits,127,206,136,460,9
097-13617big_blocks_freed_list,225,389,253,839,28
097-16235tst-fileno,98,160,107,356,9
097-3153501-only-intervals,41,62,47,144,6
097-6208p14,118,190,133,426,15
097-8528Exercise7-09,76,120,89,272,13
098-15981fact_async,168,285,187,621,19
098-20627info_minsym,20,32,23,72,3
098-22616list1207,326,562,353,1214,27
098-33030mi-var-create-rtti,13,19,15,45,2
098-33307q34,25,43,28,93,3
098-5416eg0408,32,52,39,116,7
099-12180self_invalidate,7,9,9,23,2
099-15145tststack,114,206,133,434,19
099-16423problem1,65,105,75,235,10
099-35012pr90131,124,199,143,447,19
100-23843guia-wagstaff,181,299,209,661,28
100-26340knr_5_4,155,271,174,581,19
100-28964123_best_time_stock_III,434,703,469,1571,35
100-7954continue-pending-after-query,33,55,40,121,7
101-103fabsnegative,32,49,38,113,6
101-10836Ch8p390pe4,161,265,178,587,17
101-14001order_pizza,169,273,191,611,22
101-28378014,116,185,131,417,15
101-4102sandbox_invoke_args,70,112,77,252,7
101-7460trace-buffer-size,9,15,12,33,3
102-19803aalokran,102,182,107,386,5
102-29093LeetCode0007,84,133,96,301,12
102-306507c,265,429,286,959,21
102-30827singleNum137,157,260,176,574,19
102-5437ia32_rdtsc_clock,152,257,163,561,11
103-14956arrayidx,10,12,12,32,2
103-17282annota-input-while-running,10,15,13,35,3
103-18766main,691,1265,740,2647,49
103-25177execinfo,87,149,99,323,12
103-29882random,94,149,107,337,13
103-30968strtoul,108,180,117,396,9
104-3028timetest,78,126,93,282,15
104-35133matrix,743,1258,785,2744,42
104-9732alarm,51,88,62,190,11
105-12745mi-reg-undefined,11,19,15,41,4
105-30329mandelbrot,247,404,267,898,20
105-30865reverse_list,217,370,241,804,24
105-4320pr97459-5,22157,36313,23107,80627,950
106-1204pe10,135,219,154,489,19
106-5356nostdin,19,33,23,71,4
108-14480matriu4x4_original,387,646,432,1420,45
108-30868manythreads,156,261,178,573,22
108-696backspace,96,158,113,350,17
108-712712,174,293,194,641,20
108-8723helloworld,33,61,36,127,3
109-25865double,446,755,503,1647,57
109-5313randomkey,632,1061,699,2325,67
109-6537patch-functions-8,44,72,51,160,7
109-9410double-prompt-target-event-error,10,15,13,35,3
110-14743fir,274,442,291,990,17
110-15771robber,266,444,292,976,26
110-18700crc16,1295,2145,1390,4735,95
110-28140exemple_getopt,133,217,151,483,18
110-31026ex10,126,202,137,454,11
110-4422fizzbuzz,91,151,109,333,18
110-885start,23,39,27,85,4
111-10727lftocr,145,233,168,523,23
111-20466p3,166,268,191,600,25
111-31187watchpoint-multi,65,108,79,238,14
112-17224philosopher_simple,219,389,244,827,25
112-19691ex5,147,235,156,529,9
112-20950test-getsubopt,88,149,95,325,7
112-2598sigaction,80,141,96,301,16
112-26749sum_of_multiples_of_3_5,120,195,129,435,9
112-31992ASCII,56,87,63,199,7
112-32621bin2bf,259,450,297,968,38
112-50691-4,255,444,284,954,29
112-5269multiples,73,117,83,263,10
112-9710rm,94,158,108,346,14
113-26902condbreak-call-false,9,17,14,35,5
113-769interrupt-noterm,10,15,13,35,3
114-20038PRESENT,867,1545,920,3279,53
115-14021nanosleep,42,70,49,154,7
115-21676dw2-ifort-parameter,9,14,12,32,3
115-30283pr71854,128,197,146,453,18
115-4001enable,7,9,9,23,2
115-4775benchmark,57,92,65,206,8
116-1753wc,705,1197,779,2607,74
116-31734for+init,35,55,41,125,6
116-33238slash_r,33,52,40,118,7
116-9633prime-sieve,202,325,227,729,25
117-1334basic,77,124,89,278,12
117-15131teste_vetor,99,164,115,362,16
117-26679euler4,149,242,172,540,23
117-28650cache_locality_2d_array_test,390,658,433,1438,43
117-4062thread_test,155,310,181,620,26
118-13217190_reverse_bits,71,118,80,260,9
118-21689step-line,142,248,151,532,9
118-22819sum_cols_and_rows,276,463,311,1015,35
118-34818Factorial,73,132,84,278,11
118-6729tls-var-main,9,14,12,32,3
119-1370q_4_2,92,149,103,333,11
119-18935buffer,35,57,43,127,8
119-22198setvbuf,63,105,73,231,10
120-15013test_stdout_size,47,78,57,172,10
120-227393,121,194,138,436,17
120-31197IFS,307,539,330,1153,23
120-5452ex10,107,172,119,386,12
121-13459pi,165,267,176,597,11
121-16100pthread_return_values,105,176,116,386,11
121-17894exemple_calloc_2,66,105,76,237,10
121-32740dummy-frame-restore,12,21,17,45,5
121-34150scandir,125,210,146,460,21
122-14235gdb11479,82,139,90,303,8
122-19861skip-prologue,58,94,63,210,5
122-9083problem_9,165,271,185,601,20
123-28487bbcl,641,1097,717,2379,76
123-29751dw2-undefined-ret-addr,11,19,15,41,4
123-8196pr47337,365,611,407,1341,42
124-215472217745,114,190,126,418,12
124-24511bounded_notify,226,419,259,871,33
124-7426task_1,127,213,142,467,15
126-13497problem14,147,245,163,539,16
126-20903l3,74,121,82,269,8
126-26703sleep-test,53,102,58,208,5
126-30960for,35,56,42,126,7
126-6073pr65053-2,66,111,78,243,12
127-18355main,173,286,185,632,12
127-23167scm-objfile,10,15,12,35,2
128-1151083_remove_duplicates_from_sorted_list,327,560,358,1214,31
128-1243expCloneSpin,47,81,59,175,12
128-14100ftrace,48,80,59,176,11
128-19180getoptlong,161,257,180,579,19
128-31567test047,42,63,51,147,9
128-3246p14,123,197,138,443,15
129-11278exo3,423,709,459,1555,36
129-11343display,115,192,131,422,16
129-31934exce14,167,272,181,606,14
129-6068longest_collatz_sequence,214,353,250,781,36
130-12273ex11,91,147,101,329,10
130-17355hand-call-new-thread,54,90,68,198,14
130-25727thread,15,24,18,54,3
130-27429overflow_truncate,62,99,69,223,7
130-6710010,134,215,150,483,16
131-179037colors,123,203,139,449,16
131-22638qt-faststart,2276,3911,2384,8463,108
131-24721mktest,398,659,453,1455,55
132-10792maxsublen,114,191,126,419,12
132-11851gdb-sample2,169,301,202,639,33
132-1440compile-print,7,9,9,23,2
132-19319HowMuch,266,465,302,997,36
132-7619magic_square,1506,2478,1632,5490,126
132-7951bitcount,84,139,97,307,13
132-8757prime,114,189,134,417,20
133-32003tst-fileno,98,160,107,356,9
134-19140test_wctype,1091,1936,1183,4118,92
134-28075destroy_while_yielded,87,148,102,322,15
134-31000trace-unavailable,42,70,48,154,6
134-31079memory_allocation,96,162,113,354,17
135-13575Upcase,113,181,125,407,12
135-33554marriage,151,263,166,565,15
135-35398qtro,12,20,17,44,5
135-3737dprintf-non-stop,13,24,17,50,4
135-7363segoddandeven,242,390,267,874,25
136-11015tst-environ,322,636,373,1280,51
136-16423hz,287,479,327,1053,40
136-24694atoi,303,496,347,1102,44
136-32312getopt,71,112,81,254,10
137-11867for,54,90,63,198,9
137-15572annota-input-while-running,10,15,13,35,3
137-29445rand104,490,834,544,1814,54
137-9573test_wcfuncs,278,490,314,1046,36
138-21420ex5-3,59,95,66,213,7
139-16160printf,88,146,96,322,8
139-16762test,50,81,57,181,7
139-22327CommonNode,234,417,250,885,16
139-22467min_element_sol,109,176,121,394,12
139-5525linked-list,822,1482,891,3126,69
140-19759getopt,82,130,96,294,14
140-23332printenv,86,134,95,306,9
140-24028string_test,272,552,287,1096,15
140-24320watchpoint-app,89,158,99,336,10
140-31663test_ctype,986,1732,1074,3704,88
140-3879t04,70,120,81,260,11
141-16989fizzbuzz,72,115,88,259,16
141-262444-13_recursive-reverse,154,270,166,578,12
141-29763qsort,339,554,371,1232,32
141-33352rrmdir,261,435,297,957,36
142-24177ascii1,36,57,43,129,7
142-27709main,103,169,114,375,11
142-4672merhaba50,32,51,38,115,6
143-11446malloc,37,64,43,138,6
143-34617signal,77,133,96,287,19
143-6050reverse_number,143,244,164,530,21
144-10577task_4,46,73,52,165,6
144-1293692_reverse_linked_list,191,316,210,698,19
144-14900problem_005,125,203,141,453,16
144-20927py-type,59,97,64,215,5
144-22561exemple_environ,58,91,65,207,7
144-28595isalpha,95,155,106,345,11
144-4458dowhile,115,204,133,434,18
144-4942function-pointer,126,202,139,454,13
145-19110producer_consumer,125,250,156,500,31
145-26413prime2,151,242,174,544,23
145-3992test9,89,148,105,326,16
145-8071step-break,32,52,37,116,5
146-10968randomInput,33,54,41,120,8
146-18307fission-base,20,31,24,71,4
146-28170right-rotate,286,480,310,1052,24
146-40struct3,173,320,183,666,10
146-4377sym,166,277,182,609,16
146-6089getopt_long,91,149,98,331,7
147-16226while3,35,57,42,127,7
147-23000py-progspace,7,9,9,23,2
147-5839test-fill-syslog,41,68,50,150,9
147-8787double-prompt-target-event-error,10,15,13,35,3
148-32078quick_sort,526,874,574,1926,48
149-1294vararg1,23,34,26,80,3
149-16776friend,109,184,120,402,11
149-19202punteros2,88,145,99,321,11
150-15628random,70,117,82,257,12
150-19608py-objfile-script,42,69,46,153,4
150-22188bg-execution-repeat,13,24,17,50,4
150-23350task_3,158,279,175,595,17
150-24147pr68250,214,347,247,775,33
150-2545id-7,54,83,61,191,7
150-34447mutex_solution,136,237,160,509,24
151-10629fibonacci,79,126,88,284,9
151-1065513_roman_to_integer,176,289,200,641,24
151-1596funccalls,100,161,113,361,13
151-17972server,15,21,17,51,2
151-29222gdb1821,12,15,14,39,2
151-5515play_nice,118,212,137,448,19
151-809299full,69,116,80,254,11
152-13608compile-setjmp,7,9,9,23,2
152-26431py-symbol,49,79,54,177,5
152-27420telefone,104,164,117,372,13
152-28934euler4,148,243,166,539,18
152-35022BubbleSortOptimizing,234,391,260,859,26
153-13182petle-2,42,67,51,151,9
153-18211basic,258,450,285,966,27
153-652solve,455,774,496,1684,41
154-100542017-03-01-Aufgabe2,207,345,226,759,19
154-32987bubble_sort_v3,197,326,217,720,20
154-50602007-03-05-DataLayout,73,116,79,262,6
155-8394task_4,46,74,53,166,7
156-12686main,153,257,174,563,21
156-1817tmpname,47,76,55,170,8
156-27127hilos,134,218,151,486,17
156-3160bug-regex27,136,239,151,511,15
156-7398hilos_join,142,247,166,531,24
157-10555break-reverse,25,46,29,96,4
157-13872pr81573,54,81,63,189,9
157-23116example_02,155,284,181,594,26
157-28022pr61839_1,88,149,99,325,11
157-5749lictool,356,602,397,1314,41
158-18444check-lc_ctype,19,28,22,66,3
158-24742CharacterConstant,79,136,87,294,8
158-27124multiply,257,444,274,958,17
158-6935watchpoint-delete,26,44,29,96,3
159-1247testcolors,43,69,50,155,7
159-18697rand7,138,231,159,507,21
159-20570hash_soln,1129,1960,1211,4218,82
159-25362py-value,137,222,145,496,8
160-19396search,219,392,244,830,25
160-22052malo,111,186,128,408,17
160-22440fig06_05,80,129,91,289,11
160-84632017-02-10-Kopfgesteuerte-While-Schleife-3,57,92,64,206,7
161-11143execl1,15,21,17,51,2
161-15802day03,898,1523,969,3319,71
161-22747simple,15,21,18,51,3
161-26401pthread,76,150,94,302,18
161-3857strncpy,171,287,185,629,14
162-10368lab05,387,656,420,1430,33
162-25371waitprobe,41,70,50,152,9
162-29900term,7,9,9,23,2
162-3663point6,110,189,120,409,10
163-14816task_1,91,145,106,327,15
163-2096sigIgn,56,96,66,208,10
163-23572ex2,63,103,72,229,9
163-25833problem_twelve,122,196,137,440,15
163-31466dw2-case-insensitive,11,19,15,41,4
163-31548strcpy-2,83,137,96,303,13
163-34477q4,239,396,267,874,28
163-4110euler5,386,652,432,1424,46
163-6215randomPhoneNumber,139,228,155,506,16
164-10276switch-case-1,116,203,135,435,19
164-23727pointers_and_compound_literals,80,136,87,296,7
164-24613euler,93,148,105,334,12
164-30412sleep,15,25,19,55,4
164-9034vector-subscript-2,236,421,266,893,30
165-32200for_none,43,66,49,152,6
165-3605memtest,204,354,224,762,20
166-1816unknown_functions,17,32,22,66,5
166-2034t1,184,322,207,690,23
166-22145nim,187,308,206,682,19
167-17823reverse_number,243,412,261,898,18
167-28025memory_allocation,96,162,113,354,17
168-21113fnsplit-1,56,90,67,202,11
168-25017gentbl,373,638,424,1384,51
168-9630tst-random2,139,241,161,519,22
169-25663loop-12,62,100,72,224,10
169-26047test-asm-nop,8,10,10,26,2
