unique_id,repo_name,path,effective_code_length,loop_count,computation_count,execution_time_cycles,instruction_count,cpi,I1mr,ILmr,Dr,Dw,D1mr,D1mw,DLmr,DLmw,cpu_fre,execution_time,total_memory,instruction_cache_miss_rate,data_cache_miss_rate,code
199-33056,fernandozamoraj/c_sandbox,file_io/write.c,-0.08728868988056952,-0.3889243127517198,-0.26961004250360326,-0.33031083776474307,-0.24997576496451912,-0.27792080468499636,-0.04985691610469878,0.8831191786729345,-0.16794502829571134,-0.16726962656129304,-0.0722786897454952,-0.04041612008002698,-0.04072045756863426,-0.07360751604119233,0,-0.3303108377647431,0,0.6572663514861057,-0.0588745016035755,"#include<stdio.h>
#include<string.h>

typedef struct{
    char firstName[30];
    char lastName[30];
    int age;
    float gpa;
} Student;

void writeStudent(FILE* fp){
    Student student;
    char temp[10];

    strcpy(student.firstName, ""Mary"");
    strcpy(student.lastName, ""Jones"");
    student.age = 17;
    student.gpa = 3.9;

  
    fputs(student.firstName, fp);
    fputs("","", fp);
    fputs(student.lastName, fp);    
    fputs("","", fp);

    sprintf(temp, ""%d"", student.age);
    fputs(temp, fp);
    fputs("","", fp);

    sprintf(temp, ""%0.1f"", student.gpa);
    fputs(temp, fp);
    fputs(""\n"", fp);
}

int main(void){
    
    FILE* fp = fopen(""C:\\dev\\temp\\students1.dat"", ""w"");
    
    if(fp != NULL){

        for(int i=0;i<10;i++){
            writeStudent(fp);
        }
    
        fclose(fp);
    }

    return 0;
}"
249-34196,ArmstrongJ/MiNTLib,stdio/test-fwrite.c,0.20580520165980437,-0.11742391990584213,-0.28994876025432775,-0.3307256237977632,-0.24984312439649864,-0.2786039189804003,-0.049906152792403055,0.8153669119757813,-0.16793388334877632,-0.16622724604801922,-0.07203523774837312,-0.04026875604398175,-0.04069381423031717,-0.07262884508167498,0,-0.33072562379776327,0,-0.6215674704857005,-0.31811161170672575,"#include <stdio.h>
#include <string.h>

long _stksize = 256L * 1024L;

int
main (int argc, char *argv[])
{
  FILE *f = tmpfile ();
  char obuf[99999], ibuf[sizeof obuf];
  char *line;
  size_t linesz;

  if (! f)
    {
      perror (""tmpfile"");
      return 1;
    }

  if (fputs (""line\n"", f) == EOF)
    {
      perror (""fputs"");
      return 1;
    }

  memset (obuf, 'z', sizeof obuf);
  memset (ibuf, 'y', sizeof ibuf);

  if (fwrite (obuf, sizeof obuf, 1, f) != 1)
    {
      perror (""fwrite"");
      return 1;
    }

  rewind (f);

  line = NULL;
  linesz = 0;
  if (getline (&line, &linesz, f) != 5)
    {
      perror (""getline"");
      return 1;
    }
  if (strcmp (line, ""line\n""))
    {
      puts (""Lines differ.  Test FAILED!"");
      return 1;
    }

  if (fread (ibuf, sizeof ibuf, 1, f) != 1)
    {
      perror (""fread"");
      return 1;
    }

  if (memcmp (ibuf, obuf, sizeof ibuf))
    {
      puts (""Buffers differ.  Test FAILED!"");
      return 1;
    }

  asprintf (&line, ""\
GDB is free software and you are welcome to distribute copies of it\n\
 under certain conditions; type \""show copying\"" to see the conditions.\n\
There is absolutely no warranty for GDB; type \""show warranty\"" for details.\n\
"");

  puts (""Test succeeded."");
  return 0;
}
"
210-24961,c4pr1c3/learngit,AppliedCryptology/benchmark/isprime.c,-0.32709278295905725,-0.3889243127517198,-0.28994876025432775,-0.2573791191323961,0.3513158746433373,-0.2788833348085956,-0.051007823679786186,0.08364243164652577,-0.16796941247139446,-0.16729509235654372,-0.07228155734679022,-0.040416653202858616,-0.04073321635036357,-0.07361068223646737,0,-0.25737911913239614,0,-1.9340645768454225,0.19373428451802255,"#include <stdio.h> 

int NUM = 111181111; 

int is_prime(int n) { 
    int i; 
    for(i = 2; i < n; i++) { 
        if (n % i == 0) { 
            return 0; 
        } 
    } 
    return 1; 
} 

int main() { 
    int result; 

    result = is_prime(NUM); 
    printf(""%d\n"", result); 

    return 0; 
}
"
126-26703,jdetter/Chronos,user/src/sleep-test.c,-0.28712543411264263,0.6970772586317909,-0.3102874780050522,6.79851742616056,-0.24999502363485487,7.698256090628036,-0.05117399750078811,-0.03831164840835015,-0.16796624824661152,-0.167292730694619,-0.07228089559264521,-0.040416653202858616,-0.0407320905755051,-0.07361099885599488,0,6.7985174261605605,0,0.6601572825421143,0.15921850638006996,"#include <stdio.h>
#include <unistd.h>

int main(int argc, char** argv)
{
	printf(""sleeping for 1 second...\n"");
	fflush(stdout);
	sleep(1);
	printf(""sleeping for 2 seconds...\n"");
	fflush(stdout);
	sleep(2);
	printf(""sleeping for 3 seconds...\n"");
	fflush(stdout);
	sleep(3);
	printf(""sleeping for 5 seconds...\n"");
	fflush(stdout);
	sleep(5);
	printf(""sleeping for 10 seconds...\n"");
	fflush(stdout);
	sleep(10);

	return 0;
}
"
102-29093,dunso/algorithm,C/Math/LeetCode0007.c,-0.31377033334358573,-0.3889243127517198,-0.2797794013789655,-0.33088097300777025,-0.2499969666059836,-0.2783920671105847,-0.05100166909382315,0.08364243164652577,-0.1679694545675113,-0.16729509235654372,-0.07228148381855187,-0.040416564349053344,-0.04073359160864973,-0.07361068223646737,0,-0.33088097300777036,0,0.7588962065903645,0.19481813379389962,"#include <limits.h>
#include <stdio.h>

int reverse(int x)
{
    long long mResult = 0;
    while (x) {
        mResult = mResult * 10 + x % 10;

        if (mResult > INT_MAX || mResult < INT_MIN) {
            return 0;
        }
        x /= 10;
    }
    return mResult;
}

int main()
{
    printf(""%d\n"", reverse(1534236469));
    return 0;
}"
367-9893,707wk/Senior-middle-school,temp/encrypt/main.c,-0.15390093795792723,-0.3889243127517198,-0.2797794013789655,-0.3307607949279608,-0.2499948241997529,-0.2782669512083095,-0.050921659476303706,0.12881060944462797,-0.16796581325340412,-0.16729235029269826,-0.07227986619730854,-0.040416342214540164,-0.04072571118464045,-0.07360846589977485,0,-0.33076079492796084,0,0.7333812203029796,0.17015095551031453,"#include<stdio.h>
void encrypt()
{
	char c;
	FILE *fin,*fout;
	if((fin=fopen(""temp"",""r""))==NULL)
	{
		printf(""error"");
		return ;	
	}
	if((fout=fopen(""error"",""w""))==NULL)
	{
		printf(""error"");
		return ;	
	}
	while(!feof(fin))
	{
		c=fgetc(fin);
		c+=5;
		//fwrite(&c,1,1,fout);
		fputc(c,fout);
	}
	fclose(fin);
	fclose(fout);
}
int main()
{
	encrypt();
	return 0;	
}
"
253-34286,SanDisk-Open-Source/SSD_Dashboard,uefi/userspace/glibc/stdio-common/test-fwrite.c,0.19248275204433282,-0.11742391990584213,-0.30011811912968994,-0.3307932427897698,-0.24984312439649864,-0.2786371619946932,-0.049906152792403055,0.8153669119757813,-0.16793388334877632,-0.16622724604801922,-0.07203523774837312,-0.04026875604398175,-0.04069381423031717,-0.07262884508167498,0,-0.33079324278976985,0,-0.6215674704857005,-0.31811161170672575,"#include <stdio.h>
#include <string.h>

int
main (int argc, char *argv[])
{
  FILE *f = tmpfile ();
  char obuf[99999], ibuf[sizeof obuf];
  char *line;
  size_t linesz;

  if (! f)
    {
      perror (""tmpfile"");
      return 1;
    }

  if (fputs (""line\n"", f) == EOF)
    {
      perror (""fputs"");
      return 1;
    }

  memset (obuf, 'z', sizeof obuf);
  memset (ibuf, 'y', sizeof ibuf);

  if (fwrite (obuf, sizeof obuf, 1, f) != 1)
    {
      perror (""fwrite"");
      return 1;
    }

  rewind (f);

  line = NULL;
  linesz = 0;
  if (getline (&line, &linesz, f) != 5)
    {
      perror (""getline"");
      return 1;
    }
  if (strcmp (line, ""line\n""))
    {
      puts (""Lines differ.  Test FAILED!"");
      return 1;
    }

  if (fread (ibuf, sizeof ibuf, 1, f) != 1)
    {
      perror (""fread"");
      return 1;
    }

  if (memcmp (ibuf, obuf, sizeof ibuf))
    {
      puts (""Buffers differ.  Test FAILED!"");
      return 1;
    }

  asprintf (&line, ""\
GDB is free software and you are welcome to distribute copies of it\n\
 under certain conditions; type \""show copying\"" to see the conditions.\n\
There is absolutely no warranty for GDB; type \""show warranty\"" for details.\n\
"");

  puts (""Test succeeded."");
  return 0;
}
"
235-30129,jasonmobley/euler-c,002.c,-0.247158085266228,-0.3889243127517198,-0.26961004250360326,-0.3309584202851134,-0.2499968624940999,-0.278480528293834,-0.05104475119556439,0.061058342747474674,-0.1679693879153263,-0.16729501838950356,-0.07228155734679022,-0.040416653202858616,-0.04073321635036357,-0.07361068223646737,0,-0.33095842028511346,0,0.7443636898844599,0.19312066249943402,"#include <stdio.h>

int main(int argc, char **argv)
{
   int sum;
   int fib_curr, fib_prev, fib_temp;
   sum = 0;
   fib_curr = 2;
   fib_prev = 1;
   fib_temp = 0;

   do
   {
      if (fib_curr % 2 == 0)
      {
         sum += fib_curr;
      }

      fib_temp = fib_curr;
      fib_curr = fib_curr + fib_prev;
      fib_prev = fib_temp;
   }
   while (fib_curr <= 4000000);

   printf(""The sum is %i.\n"", sum);

   return 0;
}

"
070-22791,ForceBru/PyVM,C/src/recursion.c,-0.060643790649626446,-0.3889243127517198,-0.2797794013789655,-0.3309500186468365,-0.24999825042719917,-0.2784658436428182,-0.05217104042679965,-0.7203511331596932,-0.16797091740757172,-0.16729767063622883,-0.07228413083513188,-0.04041883012108781,-0.040738469966369754,-0.0736255633542601,0,-0.33095001864683654,0,0.4119863666959916,0.16694215672673257,"unsigned long long factorial(unsigned long long x) {
    if (x == 0)
        return 1;

    return x * factorial(x - 1);
}

#define NTESTS 21

int main(void) {
    unsigned long long factorials[NTESTS] = {
        1,
        1,
        2,
        6,
        24,
        120,
        720,
        5040,
        40320,
        362880,
        3628800,
        39916800,
        479001600,
        6227020800,
        87178291200,
        1307674368000,
        20922789888000,
        355687428096000,
        6402373705728000,
        121645100408832000,
        2432902008176640000
    };

    for (unsigned int i = 0; i < NTESTS; ++i) {
        unsigned long long ret = factorial(i);

        if (ret != factorials[i])
            return i + 1;
    }

    return 0;
}
"
189-12218,dhayalramk/Practice,Books/Pragmatic_C/Chapter1/Exercise_1_8.c,-0.2071907364198134,-0.3889243127517198,-0.26961004250360326,-0.3309718609144729,-0.2499888141046469,-0.2785218940874164,-0.05090935030437763,0.15139469834367905,-0.16796050212666203,-0.16728599969396563,-0.07228082206440688,-0.040416431068345436,-0.04073134005893279,-0.07360941575835736,0,-0.33097186091447295,0,0.6120067632998589,0.08666627469571116,"#include<stdio.h>
struct cal{
  char monthName[12];
  int monthDays;
};

int main(){
  struct cal c[12] = {
    { ""January"", 31 },
    { ""Febrav"", 28 },
    { ""March"", 31 },
    { ""April"", 30 },
    { ""May"", 31 },
    { ""June"", 30 },
    { ""July"", 31 },
    { ""August"", 31 },
    { ""Septem"", 30 },
    { ""Octobe"", 31 },
    { ""Novemb"", 30 },
    { ""Decemb"", 31 },
  };
  printf(""%s\t\t %s\n"", ""Months"", ""No. of Days""  );
  for( int i=0;i<12;i++ ){
    printf(""%s\t\t %d\n"", c[i].monthName, c[i].monthDays );
  }
  return 0;
}
"
125-18443,csziacobus/euler,src/1-10/euler5.c,-0.247158085266228,-0.11742391990584213,-0.2797794013789655,-0.30143242761234834,-0.018820358622430984,-0.2788824960213757,-0.051013978265749216,0.07912561386671554,-0.16796935985124842,-0.16729502895622358,-0.07228148381855187,-0.040416653202858616,-0.04073321635036357,-0.07361068223646737,0,-0.3014324276123484,0,-1.933226554492872,0.19331165359610283,"#include <stdio.h>

int
main()
{
  int i;
  int j;
  for (i = 20; ; i += 20)
    { 
      for (j = 1; j <= 20; j++)
	{
	  if (!(i % j))
	    continue;
	  else
	    break;
	}
      if (j > 20)
	{
	  printf(""answer: %d\n"", i);
	  return 0;
	}
    }
  return 0;
}
"
363-26280,neo-classic/cex,head_first_c/3/order_pizza.c,-0.10061113949604107,-0.11742391990584213,-0.24927132475287883,-0.33100788760607397,-0.2499943009361295,-0.27854450465253866,-0.05110629705519473,0.002339711609941825,-0.16796533616407985,-0.1672928257950992,-0.07227567508772353,-0.040416431068345436,-0.04072758747607123,-0.07361004899741237,0,-0.3310078876060741,0,0.6643032804994494,0.1848691305342161,"#include <stdio.h>
#include <unistd.h>

int main(int argc, char *argv[])
{
    char *delivery = """";
    int thick = 0;
    int count = 0;
    char ch;

    while ((ch = getopt(argc, argv, ""d:t"")) != EOF) {
        switch (ch) {
            case 'd':
                delivery = optarg;
                break;
            case 't':
                thick = 1;
                break;
            default:
                fprintf(stderr, ""Неизвестный параметр: '%s'\n"", optarg);
                return 1;
        }
    }

    argc -= optind;
    argv += optind;

    if (thick) {
        puts(""Пышное тесто."");
    }

    if (delivery[0]) {
        printf(""Будет доставлено: %s.\n"", delivery);
    }

    puts(""Ингридиенты:"");
    for(count = 0; count < argc; count++) {
        puts(argv[count]);
    }

    return 0;

}"
045-20790,gdos/SmallerC,v0100/tests/picoc/09.c,-0.30044788372811415,-0.3889243127517198,-0.28994876025432775,-0.3309130752935948,-0.24999288460888014,-0.27844444809530977,-0.05102628743767529,0.07460879608690534,-0.1679647082303369,-0.16729005731445368,-0.07228148381855187,-0.040416653202858616,-0.040732841092077414,-0.07361068223646737,0,-0.33091307529359487,0,0.6623089572305539,0.1301876491740939,"#include <stdio.h>

int main()
{
   int a;
   int p;
   int t;

   a = 1;
   p = 0;
   t = 0;

   do
   {
      printf(""%d\n"", a);
      t = a;
      a = t + p;
      p = t;
   } while (a < 100);

   return 0;
}

// vim: set expandtab ts=4 sw=3 sts=3 tw=80 :
"
232-29394,qeedquan/misc_utilities,snippets/threading/rwlock.c,-0.26048053488169953,-0.3889243127517198,-0.2594406836282411,-0.02034337996239728,7.190540310772257,-0.27889414595035905,-0.050527765974669514,0.4224037651322922,9.248790640915933,5.50568715803413,-0.07227817504782687,-0.040416431068345436,-0.04072233386006504,-0.07360878251930235,0,-0.020343379962397268,0,-1.9345440690760556,-1.3400359269038473,"#define _GNU_SOURCE
#include <stdio.h>
#include <string.h>
#include <limits.h>
#include <pthread.h>

void
maxrdlocks(void)
{
	unsigned long long i;
	pthread_rwlock_t rw;
	int r;

	pthread_rwlock_init(&rw, NULL);

	for (i = 0; i < ULONG_MAX; i++) {
		if ((r = pthread_rwlock_rdlock(&rw)) != 0)
			break;
		if (i % 10000000 == 0)
			printf(""%llu\n"", i);
	}

	printf(""%d %s %llu\n"", r, strerror(r), i);
}

int
main(void)
{
	maxrdlocks();
	return 0;
}
"
248-34377,j3rgus/assignments,pb173-sys_lin/uloha7/src/condvar.c,-0.2071907364198134,-0.3889243127517198,-0.3102874780050522,3.064057990242648,-0.2499897571960612,3.3590740425544627,-0.04973997897140113,0.9192537209114163,-0.16795979701670485,-0.1672875001682086,-0.07227780740663521,-0.04041314347755034,-0.04071895653548963,-0.0735856692937945,0,3.0640579902426484,0,0.9747176848626371,0.16443974146165277,"#include <unistd.h>
#include <pthread.h>
#include <stdio.h>

pthread_mutex_t mutex;
pthread_cond_t cond = PTHREAD_COND_INITIALIZER;

int flag = 0;

void *my_thread(void *var)
{
	pthread_mutex_lock(&mutex);
	while (flag == 0) {
    	pthread_cond_wait(&cond, &mutex);
	}
	pthread_mutex_unlock(&mutex);

	printf(""flag is set\n"");
	return NULL;
}

int main()
{
	pthread_t t;

	pthread_create (&t, NULL, my_thread, NULL);
	sleep(10);

	pthread_mutex_lock(&mutex);
	flag = 1;
	pthread_cond_signal(&cond);
	pthread_mutex_unlock(&mutex);

	pthread_join(t, NULL);
	return 0;
}
"
119-18935,moehuster/czq,day06/buffer.c,-0.4336723798828296,-0.3889243127517198,-0.3102874780050522,1.3666796029844501,-0.24999595726155244,1.6359136052621766,-0.05118630667271418,-0.03831164840835015,-0.16796763040244797,-0.16729329601414014,-0.07228155734679022,-0.04041669762976125,-0.04073359160864973,-0.07361068223646737,0,1.3666796029844508,0,0.678657187477564,0.16861881259182324,"#include <stdio.h>
#include <unistd.h>

int main()
{
	int i;
	for (i=0; i<5; i++){
		printf(""hello"");
		sleep(1);
	}
}
"
108-696,wcnnbdk1/hello_world,CLearning/understandC_ja/m_chap02/backspace.c,-0.2738029844971711,-0.11742391990584213,-0.26961004250360326,2.068000346611321,-0.010088532793198999,-0.2775681293420002,-0.05114937915693597,-0.015727559509299053,0.16918510167990522,-0.05011192668228873,-0.07228067500793021,-0.04041669762976125,-0.04073134005893279,-0.07361099885599488,0,2.0680003466113215,0,-1.9332973599417604,-1.3393752979648794,"#include <stdio.h>
#include <time.h>

int sleep(unsigned long x)
{
    clock_t c1 = clock(), c2;
    do {
        if ((c2 = clock()) == (clock_t)-1)
            return 0;
    } while (1000.0 * (c2 - c1) / CLOCKS_PER_SEC < x);
    return 1;
}

int main(void)
{
    int i;
    printf(""ABCDEFG"");
    for (i = 0; i < 7; i++) {
        sleep(1000);
        printf(""\b \b"");
        fflush(stdout);
    }
    return 0;
}
"
367-1888,27629678/Computer-Systems,01_chapter/show_byte.c,-0.32709278295905725,-0.3889243127517198,-0.28994876025432775,-0.33086961753268157,-0.2499927135679283,-0.278397392598314,-0.05087242278859943,0.17849560502254036,-0.1679641504567887,-0.16729005203109368,-0.07228038089497688,-0.04041669762976125,-0.04072796273435738,-0.07361068223646737,0,-0.3308696175326816,0,0.705550364321983,0.13535570044982698,"#include <stdio.h>

typedef unsigned char *byte_pointer;

void show_bytes(byte_pointer start, int length) 
{
	int i;
	for(i=0;i<length;i++)
		printf(""%.2x"", start[i]);

	printf(""\n"");
}

int main()
{
	int x = 128000;
	show_bytes(&x, sizeof(int));

	float y = 1.0;
	show_bytes(&y, sizeof(float));

	return 0;
}
"
086-17439,JonArnfred/Euler,Euler5/euler5.c,-0.30044788372811415,-0.11742391990584213,-0.26961004250360326,-0.1648370999378292,1.2247534275697807,-0.27888467610972173,-0.051013978265749216,0.07912561386671554,-0.16796937037527762,-0.16729502367286356,-0.07228148381855187,-0.040416653202858616,-0.04073321635036357,-0.07361068223646737,0,-0.16483709993782922,0,-1.9343752421030935,0.19337007323357966,"#include <stdlib.h>
#include <stdio.h>

int main(void){

	int foundIt = 0;
	for(int i = 20; i > 0; i++){
		int a = 20;
		while(i%a==0){
			a--;
			if(a==0){
				foundIt = 1;
				break;	
			}
		}
		if(foundIt == 1){
			printf(""this is it: %d"", i);
			break;
		}
	}
	return 0;
}
"
